slug,name,side,effect_raw
purified-shot,Purified Shot,front,"REST: Load Purified Shot into target unloaded Gun weapon you control.

[Class Bonus] On Champion Hit: Banish up to X cards from that opponent’s graveyard, where X is the amount of damage dealt by this hit."
embersong,Embersong,front,"Deal 2 damage to up to one target ally.

[Class Bonus] Target ally you control gets +2 POWER until end of turn. (Apply this effect only if your champion's class matches this card's class.)"
cao-cao-aspirant-of-chaos,"Cao Cao, Aspirant of Chaos",front,"Equestrian — As long as you control a Horse ally, this card costs 3 less to activate.

[Class Bonus] On Attack: You may banish a card with floating memory from your graveyard. If you do, deal 2 damage to each rested unit you don't control."
embertail-squirrel,Embertail Squirrel,front,"[Class Bonus] On Attack: You may discard a fire element card. If you do, Embertail Squirrel gets +2 POWER until end of turn. (Apply this effect only if your champion's class matches this card's class.)"
dormant-sacrificial-altar,Dormant Sacrificial Altar,front,"On Enter: Draw a card into your memory.

Sacrifice an Automaton ally and a Human ally: Put the top two cards of your deck into your graveyard."
piercing-aetherfuel,Piercing Aetherfuel,front,"Draw a card, then discard a card. 

[Class Bonus] You may banish two fire element cards from your graveyard. If you do, your champion's next attack this turn using an Aetherwing weapon gains ”Combat damage dealt by this attack is unpreventable.”"
cone-of-frost,Cone of Frost,front,"[Class Bonus] This card costs 1 less to activate.

[Level 1+] Deal 2 damage to up to one target unit.

[Level 3+] Deal 2 damage to up to one target unit.

[Level 5+] Deal 2 damage to up to one target unit."
mana-resonance,Mana Resonance,front,"[Class Bonus] This card costs X less to activate, where X is the highest reserve cost among Spell cards your opponents control on the effects stack.

Draw a card. Then if no cards were reserved into your memory to pay for this card's reserve cost, draw an additional card."
ravishing-finale,Ravishing Finale,front,"As an additional cost to activate this card, banish two cards with floating memory from your graveyard.

[Nico Bonus] On Champion Hit: For each damage counter on the hit champion, their controller puts the top two cards from their deck into their graveyard."
flash-freeze,Flash Freeze,front,"[Class Bonus] This card costs 2 less to activate. (Apply this effect only if your champion's class matches this card's class.)

Negate target card activation unless its controller pays (LV). Banish the card that had its activation negated this way."
energetic-beastbonder,Energetic Beastbonder,front,"Your champion gets +1 level as long as you control an Animal or Beast ally.

[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
rapid-combustion,Rapid Combustion,front,"Kindle 4 (You may banish up to four fire element cards from your graveyard as you activate this card. Each one pays for (1) of this card's cost.) 

Destroy target item or weapon with memory cost 0 or reserve cost 3 or less that entered the field this turn."
misteye-archer,Misteye Archer,front,"[Class Bonus] Ranged 2 

(3), REST: Look at the top card of your deck. If it's a water element card, you may put it into your graveyard. If you do, Misteye Archer becomes distant and prevent the next 2 damage that would be dealt to it this turn."
seaside-ringleader,Seaside Ringleader,front,"[Class Bonus] [Element Bonus] (2), Banish this card from your graveyard: Draw a card into your memory. Until end of turn, Animal and Beast ally cards you activate this turn enter the field with an additional buff counter on them."
water-herbs,Water Herbs,front,"Target player puts the top two cards of their deck into their graveyard. 

[Class Bonus] Gather. (To gather, summon a Blightroot, Manaroot, Silvershine, Fraysia, Razorvine, or Springleaf token, chosen at random.)"
drifting-rogue,Drifting Rogue,front,"On Enter: Put a preparation counter on your champion.

[Class Bonus] Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
mistsworn-magister,Mistsworn Magister,front,"[Class Bonus] Intercept (Whenever your champion is attacked while this ally is awake, you may redirect that attack to this ally.)

Deluge 3 — On Death: If you have three or more water element cards in your graveyard, put two enlighten counters on your champion."
fractal-of-snow,Fractal of Snow,front,"Reservable (While paying for a reserve cost, you may rest this object to pay for 1 of that cost.)

[Class Bonus] Sacrifice Fractal of Snow: The next time one or more allies would enter the field this turn, they enter the field rested instead."
erupting-rhapsody,Erupting Rhapsody,front,"Banish any amount of fire element cards from your graveyard. Your champion gets +1 level until end of turn for each card banished this way.

Harmonize — If you've activated a Melody card this turn, choose any amount of units and deal LV damage split among them."
rile-the-abyss,Rile the Abyss,front,"Draw a card. Then discard up to two Specter cards. For each card discarded this way, draw an additional card."
waterveil-apostle,Waterveil Apostle,front,"[Class Bonus] [Memory 4+] At the beginning of your recollection phase, gather. (Apply this effect only if your champion’s class matches this card’s class and only if there are four or more cards in your memory.)"
moontide-illusionist,Moontide Illusionist,front,"Imbue 2 (You may reserve all cards revealed as you activate this card. If at least two of them are water element, this card becomes imbued.)

Intercept

On Death: If Moontide Illusionist was imbued, put the top two cards of your deck into your graveyard."
freezing-round,Freezing Round,front,"REST: Load Freezing Round into target unloaded Gun weapon you control.

On Champion Hit: That player banishes a card at random from their memory. Return that card to their memory at the beginning of their next end phase.

[Class Bonus] Floating Memory"
fiery-momentum,Fiery Momentum,front,[Class Bonus] Fiery Momentum gets +1 POWER for each fire element card in your graveyard. (Apply this effect only if your champion's class matches this card's class.)
rouge-ace-of-hearts,"Rouge, Ace of Hearts",front,"On Enter: Depending on the total reserve cost of Suited objects you control—
• 6— Choose a unit and deal 2 damage to it.
• 10— Choose a unit and deal 4 damage to it.
• 21— Choose a unit and deal 8 damage to it."
fractal-of-polar-depths,Fractal of Polar Depths,front,"Reservable (While paying for a reserve cost, you may rest this object to pay for 1 of that cost.)

[Class Bonus] Sacrifice Fractal of Polar Depths: Target player puts the top X cards from their deck into their graveyard, where X is the amount of water element cards in your graveyard."
outrider-of-waves,Outrider of Waves,front,"Ranged 2 (As long as this unit is distant, its attacks get +2 power.)"
fireball,Fireball,front,"[Class Bonus] This card costs 2 less to activate. (Apply this effect only if your champion's class matches this card's class.)

Deal 1+LV damage to target unit. (LV refers to your champion's level.)"
frozen-quill,Frozen Quill,front,"REST: Load Frozen Quill into target unloaded Bow weapon you control.

Floating Memory (While paying for a memory cost, you may banish this card from your graveyard to pay for 1 of that cost.)"
frigid-bash,Frigid Bash,front,"This card costs 2 less to activate If you control a Shield item.

[Class Bonus] On Hit: The hit object doesn't wake up during its controller's next wake up phase unless that player pays (2). (The optional cost is paid upon the resolution of this trigger.)"
scorched-conquest,Scorched Conquest,front,"(Exalted — This element is enabled for you as long as you have another advanced element enabled.)

Destroy up to three target domains."
andronika-eternal-herald,"Andronika, Eternal Herald",front,"Imbue 3

As long as Andronika is imbued, Andronika gets +1 POWER and +1 LIFE, and has vigor.

[Class Bonus] On Enter: Put a buff counter on up to two Automaton allies you control."
glacial-evocation,Glacial Evocation,front,"Deal 2 damage to target ally. If that unit is rested, deal 3 damage to it instead."
flame-sweep,Flame Sweep,front,"Cleave (Attack all units a chosen opponent controls. This attack can't be intercepted.)

[Class Bonus] [Level 2+] Flame Sweep gets +1 POWER. (Apply this effect only if your champion's class matches this card's class, and only if your champion is level 2 or higher.)"
blessed-clergy,Blessed Clergy,front,"Imbue 2 (You may reserve all cards revealed as you activate this card. If at least two of them are wind element, this card becomes imbued.)

[Class Bonus] On Enter: If Blessed Clergy is imbued, target player can’t play more than two cards during their next turn."
